"Entrez_ID","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro","HGNC Symbol"
649395,610,475,478,458,436,540,NA
340252,3219,2549,2707,2339,2267,2434,"ZNF680"
100128885,0,0,0,0,0,0,NA
641746,3,2,2,1,1,0,NA
51427,6957,5769,6678,5602,5505,5614,"ZNF107"
102465505,1,2,0,1,1,0,"MIR6839"
7697,2555,1929,2173,1845,1775,1867,"ZNF138"
10793,2734,2205,2270,2024,2079,2068,"ZNF273"
441239,28,13,22,23,22,17,""
51351,838,690,952,839,810,714,"ZNF117"
2086,175,116,229,182,180,132,"ERV3-1"
643180,211,159,206,183,182,139,""
168374,4781,3924,4275,3660,3525,3910,"ZNF92"
101929322,1,3,1,4,1,2,NA
441242,143,113,148,106,128,115,"LINC03006"
644619,17,8,9,8,8,3,NA
643253,624,480,615,528,544,437,NA
677807,5,7,12,13,11,5,"SNORA22"
154807,10303,8575,8348,8070,7659,8345,"VKORC1L1"
2990,11354,8602,9605,9121,9078,8642,"GUSB"
435,4416,3217,3549,3141,3547,3302,"ASL"
27297,7542,5252,5469,5050,5092,5394,"CRCP"
8460,2272,1651,1832,1723,1654,1734,"TPST1"
285908,159,100,155,138,143,82,"LINC00174"
100289098,80,56,67,65,69,45,"LINC03011"
493754,2612,1845,2114,1891,1942,1924,NA
154881,2882,2396,2517,2344,2419,2064,"KCTD7"
100996437,129,93,102,82,131,90,NA
27342,5976,5054,5139,4503,4678,4900,"RABGEF1"
729156,9,4,4,8,3,7,"GTF2IRD1P1"
644794,279,192,303,251,233,211,NA
55069,17879,14146,14579,13589,13674,13952,"TMEM248"
51119,18954,14247,14540,13364,12548,14053,"SBDS"
55253,2523,2043,2083,1992,2015,1957,"TYW1"
100616310,0,0,0,0,0,0,"MIR4650-1"
5382,158,93,124,115,102,125,"PMS2P4"
64940,1688,1286,1345,1238,1250,1204,""
101929736,19,16,25,14,23,14,""
102723427,0,0,0,0,0,0,""
100507468,0,0,1,0,0,2,"CT66"
26053,208,156,215,176,165,187,"AUTS2"
64409,0,0,1,0,0,0,"GALNT17"
100500836,0,0,0,0,0,0,"MIR3914-1"
100500920,0,0,0,0,0,0,"MIR3914-2"
83698,4,0,1,1,1,3,"CALN1"
441250,1143,887,992,906,892,983,"TYW1B"
100616331,0,0,0,0,0,0,"MIR4650-2"
155370,7324,5528,5793,5319,5163,5402,""
441251,2,4,1,0,0,0,NA
9883,6401,5296,6201,5420,5574,5410,"POM121"
260294,37,44,54,61,52,43,"NSUN5P2"
378108,12,10,16,13,10,13,"TRIM74"
100101148,14,5,18,9,25,6,NA
442578,91,54,76,80,78,64,NA
100101440,18,5,4,1,3,1,NA
728524,0,0,0,0,0,0,"SPDYE8"
100996746,0,0,0,0,0,0,"SPDYE11"
100093631,1213,1106,1029,915,1040,839,"GTF2IP4"
654816,0,0,0,0,0,0,"NCF1B"
55695,3731,2707,2774,2682,2924,2854,"NSUN5"
135892,3,0,5,1,2,4,"TRIM50"
8468,1,0,0,1,0,0,"FKBP6"
8326,0,0,0,0,0,0,"FZD9"
9031,29844,26318,26767,24677,24747,26108,"BAZ1B"
9275,9217,6837,7046,6494,6557,6707,"BCL7B"
26608,5000,3768,4080,3813,3784,3802,"TBL2"
51085,247,169,250,207,257,159,"MLXIPL"
155382,172,129,129,133,135,86,"VPS37D"
84277,1572,1111,1222,1146,1095,1082,"DNAJC30"
114049,6170,4743,4945,4624,4661,4600,"BUD23"
6804,832,522,696,632,649,554,"STX1A"
100422948,1,0,0,1,0,0,"MIR4284"
171022,26,11,11,23,11,5,NA
83451,1716,1191,1408,1285,1239,1283,"ABHD11"
1365,167,100,124,103,109,106,"CLDN3"
1364,94,44,65,57,50,52,"CLDN4"
155368,163,119,130,96,130,118,"METTL27"
135886,12,6,9,1,4,8,"TMEM270"
2006,1,2,1,3,1,1,"ELN"
3984,9404,7419,7675,7205,7392,7198,"LIMK1"
7458,32828,25941,27470,25072,25331,25522,"EIF4H"
693175,13,4,13,14,14,8,"MIR590"
7462,301,246,245,223,262,198,"LAT2"
5982,10991,8048,8473,7960,8228,8240,"RFC2"
7461,4839,3736,4092,3848,3881,3999,"CLIP2"
9569,4204,3402,3676,3421,3442,3260,"GTF2IRD1"
2969,7361,6922,6909,6720,6650,6509,"GTF2I"
101926943,2,2,3,1,2,2,"GTF2I-AS1"
653361,0,0,0,0,0,0,"NCF1"
84163,54,25,38,55,55,43,"GTF2IRD2"
442582,538,386,604,500,509,407,NA
5383,123,124,124,109,99,88,NA
729438,3153,3060,2873,2555,2994,2877,"CASTOR2"
81554,9537,7176,7213,6866,6994,7064,"RCC1L"
389524,103,70,76,85,81,61,"GTF2IRD2B"
654817,0,0,0,1,0,0,"NCF1C"
2970,530,443,357,296,331,389,""
5380,75,45,61,58,77,58,"PMS2P4"
54441,208,176,265,146,209,120,NA
541473,43,28,63,34,52,31,""
375593,17,9,18,11,11,17,"TRIM73"
155400,875,509,1012,723,856,539,"NSUN5P1"
155400,875,509,1012,723,856,539,""
100101267,5872,4690,5589,4832,4848,4758,"POM121C"
442590,46,15,70,34,40,38,"SPDYE5"
5387,302,224,271,261,236,238,"PMS2P3"
3092,5787,5572,5370,4963,5213,5110,"HIP1"
10344,169,117,110,102,98,119,"CCL26"
6369,0,1,0,0,1,0,"CCL24"
57414,6475,4758,5499,4988,5149,4811,"RHBDD2"
5447,7699,5439,6489,6108,6533,5809,"POR"
100616270,0,0,0,0,0,0,"MIR4651"
677801,0,0,2,2,0,2,"SNORA14A"
83862,2471,1872,1956,1802,1904,1749,"TMEM120A"
51657,3618,2635,2747,2539,2548,2486,"STYXL1"
4191,19318,14366,15583,14256,14990,14567,"MDH2"
101927160,355,300,308,281,258,226,NA
222183,1311,919,915,922,911,848,"SRRM3"
3315,31100,22875,22424,21767,21738,20918,"HSPB1"
7532,46977,36556,38650,35969,34960,37100,"YWHAG"
136853,5232,3553,4021,3828,3893,3645,"SSC4D"
7784,116,92,101,81,82,89,"ZP3"
113878,765,557,633,603,636,572,"DTX2"
619190,8,3,11,6,5,3,NA
105375355,23,19,23,18,8,24,"UPK3B"
105375354,0,1,2,2,2,2,NA
102723555,1,0,1,0,1,1,"SPDYE16"
100133091,0,7,1,0,4,12,""
22932,0,0,0,0,0,1,"POMZP3"
441263,184,99,151,112,159,98,"DTX2P1-UPK3BP1-PMS2P11"
102723849,1,0,0,0,0,0,"SPDYE9"
102723849,1,0,0,0,0,0,"SPDYE11"
102723849,1,0,0,0,0,0,"SPDYE17"
102723849,1,0,0,0,0,0,"SPDYE10"
102723849,1,0,0,0,0,0,"SPDYE8"
100132832,43,31,38,33,55,30,NA
100505767,15,7,16,10,8,11,"SPDYE18"
57639,529,614,491,431,497,451,"CCDC146"
10875,3,1,4,3,0,1,"FGL2"
54103,740,642,683,675,641,568,"GSAP"
101927243,2,0,1,0,0,2,NA
5782,17929,14568,15124,14187,13338,13968,"PTPN12"
100505854,602,470,497,483,457,439,"APTR"
222194,4198,3101,3511,3206,3102,3290,"RSBN1L"
85025,2598,1975,1923,1901,1862,1879,"TMEM60"
57157,10557,8794,9215,8375,8351,8628,"PHTF2"
9863,375,319,363,335,345,333,"MAGI2"
399670,0,0,0,0,0,0,"RPL13AP17"
100874021,0,0,0,0,0,0,"MAGI2-AS2"
100505881,10985,8809,9579,8720,8589,8656,"MAGI2-AS3"
2770,4897,3740,3880,3562,3510,3752,"GNAI1"
101927269,0,0,0,0,0,0,NA
346562,0,1,0,0,0,0,"GNAT3"
948,44,30,30,35,31,42,"CD36"
10512,11055,8920,9666,8996,8484,9047,"SEMA3C"
105369146,1,0,0,0,0,0,NA
100128317,0,0,0,1,0,0,""
3082,0,2,2,2,1,1,"HGF"
781,861,636,684,737,653,708,"CACNA2D1"
101927356,0,2,1,2,1,1,"CACNA2D1-AS1"
27445,2248,1754,1990,1880,1836,1855,"PCLO"
9723,420,276,332,314,337,331,"SEMA3E"
10371,4509,3329,3690,3616,3666,3589,"SEMA3A"
101927378,0,2,0,0,1,1,"LINC03017"
223117,4175,3217,3579,3432,3275,3431,"SEMA3D"
2913,0,0,0,0,1,0,"GRM3"
222223,99,79,97,59,69,77,"ELAPOR2"
105375383,0,0,0,0,0,2,NA
101927420,23,33,19,24,23,16,"DMTF1-AS1"
9988,5494,4414,5823,4928,4936,4346,"DMTF1"
79161,3499,2553,2629,2491,2516,2497,"TMEM243"
11257,570,405,403,343,385,371,NA
54677,2432,1820,2144,1943,1895,1875,"CROT"
5244,27,27,35,16,21,30,"ABCB4"
5243,3331,2766,2940,2794,2757,2840,"ABCB1"
154661,210,169,205,178,209,175,"RUNDC3B"
55972,6011,4856,5110,4926,4717,4719,"SLC25A40"
10926,8910,6474,7156,6578,6235,6731,"DBF4"
53616,2100,1658,1901,1752,1794,1642,"ADAM22"
6717,9481,6947,7165,6842,6698,6867,"SRI"
102723885,3,3,5,3,9,3,"SRI-AS1"
79689,44,36,30,31,32,37,"STEAP4"
219578,0,0,1,2,0,1,"ZNF804B"
219557,0,0,0,0,0,0,"TEX47"
100874100,1,1,4,1,0,0,"STEAP2-AS1"
442523,7,4,6,6,7,4,""
26872,476,329,376,352,344,343,"STEAP1"
261729,1623,1323,1584,1380,1522,1305,"STEAP2"
79846,346,276,307,301,245,289,"CFAP69"
101927446,3,2,6,4,1,2,"GTPBP10"
85865,4552,3520,3580,3433,3318,3504,"GTPBP10"
101409256,9,7,9,7,3,6,NA
9069,9362,7287,7936,7424,7126,7224,"CLDN12"
102723899,6,5,5,5,5,3,"PTTG1IP2"
5218,6099,5166,5223,4850,4932,4940,"CDK14"
8321,3929,3247,3145,2900,2937,3025,"FZD1"
7978,2335,1717,1796,1765,1641,1744,"MTERF1"
10142,8320,7850,8629,7624,7891,7705,"AKAP9"
1595,49691,40656,39255,40738,39694,40038,"CYP51A1"
613126,8,13,8,5,9,8,"CYP51A1-AS1"
401387,7,8,10,5,12,10,"LRRD1"
889,7770,6159,6756,6378,5889,6195,"KRIT1"
100302218,2,3,1,0,2,0,"MIR1285-1"
54467,13042,11509,11672,10815,10493,11042,"ANKIB1"
105375396,3,0,2,0,0,0,"TMBIM7P"
57798,7764,6078,6815,6219,6509,6049,"GATAD1"
30816,12,5,10,5,9,5,"ERVW-1"
5189,3912,3141,3696,3267,3316,3129,"PEX1"
84060,2408,1851,2250,2014,2032,1864,"RBM48"
84849,20,18,10,10,19,22,NA
257415,2744,2181,2395,2180,2172,2302,"FAM133B"
1021,14968,12063,13633,12530,12436,13196,"CDK6"
100873745,0,0,0,0,0,0,NA
101927497,39,17,22,20,26,24,"CDK6-AS1"
54809,42035,35012,38513,36631,33176,36852,"SAMD9"
219285,17328,14275,16341,15793,14513,14278,"SAMD9L"
253012,7,2,2,5,3,3,"HEPACAM2"
55610,6374,4903,5095,4627,4609,4813,"VPS50"
799,8,3,7,0,2,2,"CALCR"
724023,0,0,0,0,0,0,"MIR653"
574442,0,0,0,0,0,0,"MIR489"
100616206,0,0,0,0,0,0,"MIR4652"
7980,9227,6120,7129,6883,6402,7192,"TFPI2"
2792,0,0,0,1,4,1,"GNGT1"
2791,9228,6627,6740,6379,6287,6845,"GNG11"
10282,6892,5190,5706,5125,5030,5295,"BET1"
1278,4,3,2,3,6,2,"COL1A2"
64921,4595,3638,3803,3671,3495,3584,"CASD1"
8910,1109,866,802,796,827,857,"SGCE"
23089,852,643,656,629,664,605,"PEG10"
55607,2161,1745,1964,1777,1903,1879,"PPP1R9A"
5444,1,1,2,2,3,1,"PON1"
5446,0,0,0,0,2,1,"PON3"
5445,13557,10349,10838,10224,9725,9886,"PON2"
51666,1,0,3,1,2,1,"ASB4"
5166,161,498,119,139,154,163,"PDK4"
1780,34,18,24,21,10,15,"DYNC1I1"
10165,10774,8603,8734,8267,8038,8264,"SLC25A13"
693176,0,0,0,0,0,0,"MIR591"
401388,0,0,0,0,0,0,NA
100506136,33,24,28,26,26,32,NA
7979,10542,8022,8023,7373,7358,7779,"SEM1"
285987,0,0,1,0,0,0,NA
1750,0,0,1,0,0,0,"DLX6"
1749,0,0,0,0,0,0,"DLX5"
57001,765,597,595,521,519,550,"SDHAF3"
6863,0,0,0,0,0,0,"TAC1"
440,9298,7305,8092,7766,7354,7475,"ASNS"
100847066,0,0,0,0,1,1,"MIR5692A1"
100847017,0,2,1,2,1,1,"MIR5692C2"
389538,1114,779,815,828,760,820,NA
4951,0,0,0,0,0,2,"OCM2"
22853,6170,5102,5665,5058,5130,5333,"LMTK2"
168620,1,0,2,3,2,2,"BHLHA15"
25851,2649,2194,2458,2237,2414,2106,"TECPR1"
25798,5221,3808,3728,3604,3570,3651,"BRI3"
55971,4722,3462,3867,3677,3684,3565,"BAIAP2L1"
4885,1,0,0,0,0,1,"NPTX2"
222865,264,154,218,191,193,201,"TMEM130"
8295,13231,12286,14564,13141,13572,12704,"TRRAP"
100500819,0,0,0,0,0,0,"MIR3609"
101927550,295,224,294,275,268,216,NA
57154,6006,4977,5666,4947,5195,4992,"SMURF1"
402569,0,0,0,1,0,2,"KPNA7"
84176,56,51,41,35,31,38,NA
10552,16993,12629,13031,12197,12489,12879,"ARPC1A"
10095,23351,17305,16684,16477,17532,17809,"ARPC1B"
11333,14446,10645,11107,10653,10783,11031,"PDAP1"
8896,5818,4203,4341,3928,4107,4332,"BUD31"
26024,29,19,21,18,26,24,"PTCD1"
100526740,0,0,0,0,0,0,"ATP5MF-PTCD1"
10898,5944,4482,4876,4284,4437,4454,"CPSF4"
9551,6574,4775,4896,4687,5048,5039,"ATP5MF"
100189190,0,0,0,0,0,0,NA
285989,1276,907,1419,1166,1155,853,"ZNF789"
84124,1816,1441,1543,1424,1415,1441,"ZNF394"
23660,5240,4347,4269,4086,4087,4270,"ZKSCAN5"
221786,1051,851,873,806,767,773,"FAM200A"
79027,10477,8192,9634,8702,8401,8038,"ZNF655"
100289187,147,100,119,145,104,116,"TMEM225B"
221785,3862,2946,3218,2903,2938,3085,"ZSCAN25"
1577,35,23,62,25,53,31,"CYP3A5"
100861540,0,0,1,1,1,1,"CYP3A7-CYP3A51P"
1551,5,1,6,3,3,4,"CYP3A7"
1576,3,4,8,6,4,2,"CYP3A4"
64816,1,0,0,0,2,1,"CYP3A43"
81392,0,0,0,0,0,0,"OR2AE1"
89122,5730,4413,4689,4311,4151,4418,"TRIM4"
349149,8,7,15,9,9,6,"GJC3"
563,13,2,2,2,8,11,"AZGP1"
646282,0,0,0,0,0,0,""
7586,9283,7920,9477,8489,8481,8584,"ZKSCAN1"
7589,503,386,426,424,372,399,"ZSCAN21"
7551,3341,2602,3136,2729,2759,2669,"ZNF3"
10980,12850,9547,9890,9301,9635,9639,"COPS6"
4176,50971,39443,41065,38787,39671,38624,"MCM7"
407014,96,66,136,102,94,83,"MIR25"
407050,13,4,10,11,9,2,"MIR93"
406900,10,7,5,3,6,6,"MIR106B"
9179,1794,1355,1449,1379,1366,1433,"AP4M1"
6878,8629,6713,7352,6883,7267,6932,"TAF6"
245812,2195,1741,1789,1688,1631,1668,"CNPY4"
255374,469,298,336,355,344,293,"MBLAC1"
389541,5213,3807,3751,3573,3943,3922,"LAMTOR4"
55262,1936,1306,1951,1566,1779,1450,"TRAPPC14"
100616439,0,0,1,1,0,1,"MIR4658"
79690,23,29,25,23,36,26,"GAL3ST4"
221914,87,58,84,62,94,56,"GPC2"
10734,170,117,220,208,203,142,"STAG3"
352954,1584,1275,1482,1324,1441,1287,"CASTOR3P"
79037,344,267,523,410,471,294,"PVRIG"
441272,148,117,142,108,126,122,"SPDYE3"
5379,764,558,580,575,546,617,NA
101752399,2229,1628,2900,2279,2548,1748,"STAG3L5P-PVRIG2P-PILRB"
101735302,100,55,59,49,56,53,""
101752334,0,0,0,0,0,0,NA
102466747,37,25,48,50,32,24,"MIR6840"
29990,48,34,66,38,53,35,"PILRB"
29992,85,59,87,82,71,47,"PILRA"
55063,775,580,673,585,639,591,"ZCWPW1"
56257,10563,8272,8836,8312,8304,7907,"MEPCE"
221908,1282,813,911,865,858,797,"PPP1R35"
402573,86,61,60,61,78,44,"SPACDR"
81628,6606,5550,5335,4996,5636,5102,"TSC22D4"
222950,141,161,150,132,150,93,"NYAP1"
3268,2778,2733,2229,2102,2316,2140,"AGFG2"
100316904,125,72,136,104,103,70,"SAP25"
4034,3667,2807,3643,3083,3402,2912,"LRCH4"
101927655,0,0,0,0,0,0,NA
26261,28,25,28,18,29,18,"FBXO24"
100129845,0,1,5,4,4,0,"PCOLCE-AS1"
5118,661,450,573,550,640,501,"PCOLCE"
64598,1694,1266,1305,1241,1253,1186,"MOSPD3"
7036,87,46,63,64,70,53,"TFR2"
51412,1,0,0,2,1,2,"ACTL6B"
2783,25574,18859,19666,18323,19552,19006,"GNB2"
64599,8987,7244,9726,8179,9418,7311,"GIGYF1"
10248,4943,3626,3768,3470,3657,3600,"POP7"
2056,3,1,12,3,10,6,"EPO"
7455,0,1,1,1,0,2,"ZAN"
2050,10276,8118,8439,7730,8542,7892,"EPHB4"
56996,2960,2109,2686,2285,2564,2217,"SLC12A9"
7205,10941,7903,8136,7758,8098,7661,"TRIP6"
102466755,7,3,6,6,6,2,"MIR6875"
51593,25090,19504,22568,20903,21473,19610,"SRRT"
402682,114,78,67,77,75,78,"UFSP1"
43,35,23,32,30,23,20,"ACHE"
4584,4,4,5,4,3,3,"MUC3A"
10071,29,18,23,13,21,8,"MUC12"
102724094,30,21,20,24,28,19,"MUC12-AS1"
140453,1,0,0,0,0,0,"MUC17"
81844,5666,5564,5293,5068,5372,4942,"TRIM56"
5054,42652,61533,33278,32944,38411,38718,"SERPINE1"
1174,7675,5987,5707,5524,5708,5758,"AP1S1"
100616117,16,6,19,15,5,14,"MIR4653"
7425,293,224,232,219,180,202,"VGF"
375607,5,4,8,3,5,8,"NAT16"
346606,5,0,0,1,5,2,"MOGAT3"
8985,9424,7481,8165,7520,7955,7017,"PLOD3"
10467,4132,3033,3179,2951,3275,3141,"ZNHIT1"
24146,1241,984,1296,1059,1228,909,"CLDN15"
51024,3968,2845,3004,2723,2946,2693,"FIS1"
101927721,0,0,0,0,0,0,"LNCPRESS1"
101927746,728,464,536,475,513,516,NA
64792,2954,2120,2117,2120,2077,2148,"IFT22"
136227,36,20,22,26,24,24,"COL26A1"
100506527,0,1,0,0,0,0,"LINC01007"
93408,1,1,1,0,3,1,"MYL10"
1523,9790,8203,8596,8185,8534,8203,"CUX1"
10603,484,290,343,350,314,287,"SH2B2"
100422858,0,0,0,0,0,0,"MIR4285"
729597,54,24,52,40,32,20,"SPDYE6"
100630923,0,0,0,0,0,0,NA
100289561,27,21,36,32,28,23,NA
79706,116,80,78,77,70,87,"PRKRIP1"
100313829,2,0,0,1,3,0,"MIR548O"
105375433,7,1,8,2,3,4,NA
80228,6569,4670,5009,4949,5042,5126,"ORAI2"
54784,1668,1166,1245,1265,1244,1230,"ALKBH4"
222229,3536,2601,2848,2597,2778,2653,"LRWD1"
100847073,0,0,1,0,0,0,"MIR5090"
100616367,4,0,5,5,1,2,"MIR4467"
5439,2530,1856,1895,1758,1902,2055,"POLR2J"
100271927,81,17,18,64,12,12,"RASA4B"
548644,162,111,156,135,330,114,"POLR2J3"
441273,11,8,12,8,8,6,"SPDYE2"
102724229,0,0,0,0,0,0,NA
10156,18,34,30,14,24,43,"RASA4"
10156,18,34,30,14,24,43,"RASA4B"
246721,24,23,15,21,13,23,"POLR2J2"
100134938,1,0,1,0,9,1,"UPK3BL1"
100310812,0,2,1,1,0,0,"SPDYE2B"
222234,674,468,539,485,514,573,"FAM185A"
222235,209,134,181,152,119,155,"FBXL13"
10234,37,14,27,9,21,21,"LRRC17"
58160,0,0,0,0,2,0,"NFE4"
83787,1007,750,761,773,679,836,"ARMC10"
222236,7,6,9,6,56,49,"NAPEPLD"
100129424,153,122,117,99,85,94,NA
349152,684,494,697,638,669,492,"DPY19L2P2"
9512,11301,8765,9027,8947,8199,8675,"PMPCB"
27000,6562,4935,5539,5029,4975,4795,"DNAJC2"
5701,20498,16097,15986,15161,14890,15538,"PSMC2"
375611,21,10,25,23,13,16,"SLC26A5"
101927870,0,0,0,0,0,0,"SLC26A5-AS1"
5649,15,14,20,14,16,9,"RELN"
5001,3863,2818,3010,2824,2657,2959,"ORC5"
375612,2,2,0,1,2,1,"LHFPL3"
645591,0,0,0,0,0,0,"LHFPL3-AS1"
102724284,0,0,0,0,0,0,NA
723809,1,2,6,2,6,2,"LHFPL3-AS2"
100216546,335,181,369,291,333,221,NA
100216545,290,177,241,222,235,210,NA
55904,9368,8214,8975,8464,8447,8078,"KMT2E"
6733,8604,7042,7034,6567,6613,6845,"SRPK2"
54517,6136,4639,5075,4667,4530,4729,"PUS7"
60561,5868,4509,4772,4386,4264,4632,"RINT1"
100130771,33,22,33,33,31,33,"EFCAB10"
222255,1204,998,1132,1080,1068,1040,"ATXN7L1"
222256,41,40,29,27,31,41,"CDHR3"
6856,23642,18769,17998,17323,16244,17648,"SYPL1"
10135,20690,17070,16304,15913,14683,16041,"NAMPT"
168455,2862,2017,2130,2109,1893,2007,"CCDC71L"
5294,559,348,443,417,410,404,"PIK3CG"
5577,4584,3710,3654,3311,3289,3527,"PRKAR2B"
26959,5309,4381,4454,4370,4406,4391,"HBP1"
10466,6692,5660,5741,5438,5278,5480,"COG5"
2845,2,3,5,2,1,3,"GPR22"
11062,1078,811,830,739,779,759,"DUS4L"
55973,11599,9547,9569,8813,8518,9165,"BCAP29"
286002,3,1,4,3,6,1,NA
5172,119,113,116,109,114,109,"SLC26A4"
79872,6502,5169,5520,5206,4998,5049,"CBLL1"
1811,3,0,0,2,2,0,"SLC26A3"
1738,18071,13931,13925,13066,12683,13346,"DLD"
3912,37079,30071,34815,32367,32215,30445,"LAMB1"
22798,4,5,4,4,1,3,"LAMB4"
4897,3218,3166,2798,2625,2726,2625,"NRCAM"
50640,10922,8957,8742,8263,8070,8606,"PNPLA8"
168451,5218,4166,4212,4046,3869,3981,"THAP5"
4189,5501,4125,4250,4150,4020,4062,"DNAJB9"
154907,0,0,0,0,0,0,"LINC02903"
442720,13,11,9,7,4,5,"EIF3IP1"
83943,269,226,251,236,200,207,"IMMP2L"
54674,5,6,0,5,2,1,"LRRN3"
9732,4976,3965,4662,4295,4137,4330,"DOCK4"
100506413,2,0,1,3,2,0,"DOCK4-AS1"
11179,3069,2368,2398,2195,2132,2495,"ZNF277"
3475,14831,11141,12048,11002,10773,11316,"IFRD1"
286006,385,283,504,363,393,294,"LSMEM1"
100996249,0,0,0,0,0,0,NA
101928012,0,0,0,0,0,0,""
64418,1744,1310,1455,1330,1315,1251,"TMEM168"
154743,3766,3158,3213,2926,2884,2926,"BMT2"
101928036,125,83,67,67,70,73,""
54329,329,262,260,277,207,224,"GPR85"
401397,4362,3189,3288,2986,2952,3079,"SMIM30"
5506,0,0,0,0,1,1,"PPP1R3A"
93986,1,2,0,1,2,4,"FOXP2"
100500896,0,0,0,0,0,0,"MIR3666"
29969,7377,5691,5823,5541,5434,5738,"MDFIC"
102724386,15,10,16,9,11,13,"LINC01393"
104355291,0,0,0,0,0,1,"LINC01392"
100506489,0,0,0,0,0,0,""
22797,3,5,2,2,3,3,"TFEC"
26136,10056,7998,7929,7586,7353,7926,"TES"
102724434,4,6,3,2,3,0,""
858,10014,8288,7718,7057,6892,7390,"CAV2"
857,40606,35302,29979,29000,29245,29931,"CAV1"
100996266,2,1,1,7,2,4,NA
4233,30794,25335,26379,25411,24595,26335,"MET"
830,19422,15350,14978,14261,13767,15219,"CAPZA2"
93653,108,70,78,84,80,74,"ST7-AS1"
7982,3059,2392,2510,2262,2239,2336,"ST7"
338069,22,12,21,22,12,13,"ST7-OT4"
102466616,0,0,0,0,0,0,"MIR6132"
93654,0,0,2,1,1,0,"ST7-AS2"
93655,8,5,11,6,10,6,"ST7"
7472,2,0,0,1,0,0,"WNT2"
136991,0,2,0,0,0,0,"ASZ1"
1080,1,0,1,1,2,4,"CFTR"
83992,96,73,81,87,91,72,"CTTNBP2"
51691,7243,5352,5891,5267,5185,5242,"LSM8"
56311,88,53,77,63,64,64,"ANKRD7"
3751,55,45,42,43,43,28,"KCND2"
23554,700,504,577,550,499,513,"TSPAN12"
54556,2897,2309,2464,2057,2077,2273,"ING3"
79974,55,45,54,66,64,58,"CPED1"
51384,7,8,6,16,4,1,"WNT16"
10447,7863,6105,6190,5893,5596,5953,"FAM3C"
5803,4,1,3,4,1,2,"PTPRZ1"
10157,5308,4202,5338,4654,4789,4393,"AASS"
389549,0,1,0,0,0,1,"FEZF1"
154860,1,0,1,0,0,0,"FEZF1-AS1"
93664,436,353,382,367,361,405,"CADPS2"
168433,0,2,1,3,1,3,"RNF133"
378925,1,1,3,0,0,0,"RNF148"
50833,0,0,0,0,0,0,"TAS2R16"
6561,0,0,0,0,0,0,"SLC13A1"
154865,56,40,41,38,41,52,"IQUB"
4698,10379,8088,7963,7512,7198,7942,"NDUFA5"
142685,0,0,0,2,0,0,"ASB15"
102724555,0,0,0,0,0,0,"ASB15-AS1"
442721,2,1,2,1,2,3,"LMOD2"
8976,10529,9018,8981,8743,8522,8590,"WASL"
26062,0,0,0,0,0,0,NA
23553,7,6,5,4,5,5,"HYAL4"
6677,0,0,0,0,0,0,"SPAM1"
730130,1,2,2,2,0,3,"TMEM229A"
101928211,0,1,0,0,0,0,NA
2861,175,183,159,157,147,158,"GPR37"
154872,0,0,0,0,0,2,NA
25913,6679,5268,5401,5081,4907,5155,"POT1"
401398,66,41,47,36,44,42,"POT1-AS1"
101928283,0,0,0,1,2,3,"POT1-AS1"
101928254,0,0,1,0,0,0,""
2918,33,17,27,21,28,22,"GRM8"
693177,0,0,0,0,0,0,"MIR592"
101928333,0,0,0,0,0,1,"GRM8-AS1"
168850,6830,5864,6595,5791,5705,5657,"ZNF800"
100506682,0,0,0,0,0,0,"LINC03012"
79571,5261,4307,4477,4068,4188,4238,"GCC1"
381,11336,8243,8366,7888,8436,8432,"ARF5"
29999,0,0,5,1,2,1,"FSCN3"
5078,1,2,1,1,3,0,"PAX4"
27044,24010,18778,20998,19772,20135,19291,"SND1"
27099,3,2,2,5,0,2,"SND1-IT1"
64101,26,27,12,25,24,20,"LRRC4"
693178,3,0,0,2,1,0,"MIR593"
406917,0,0,0,0,0,0,"MIR129-1"
3952,2,0,0,0,0,0,"LEP"
157247,1165,802,978,843,844,818,NA
55131,6695,5346,5723,5235,5122,5436,"RBM28"
401399,64,43,55,55,66,36,"PRRT4"
3614,7600,6155,5885,5416,5914,5562,"IMPDH1"
29923,1806,1398,1424,1296,1341,1347,"HILPDA"
55798,3357,2522,2622,2502,2438,2446,"METTL2B"
402483,2919,2003,3045,2494,2671,2072,NA
346653,103,72,143,81,87,72,"GARIN1A"
84691,6,1,3,11,8,12,"GARIN1B"
813,95119,77558,78326,73055,72452,76233,"CALU"
611,1,3,1,3,4,2,"OPN1SW"
100189276,0,0,0,0,0,0,NA
64753,1503,1324,1702,1395,1479,1209,"CCDC136"
2318,29015,24077,29428,26982,27413,25251,"FLNC"
9296,8370,5920,6203,5867,6007,5928,"ATP6V1F"
100130705,51,40,39,38,44,33,"ATP6V1FNB"
375616,106,50,100,107,81,55,"KCP"
3663,1561,1146,1299,1227,1213,1162,"IRF5"
23534,15570,12828,13601,12545,12425,12818,"TNPO3"
286016,190,158,173,148,136,156,"TPI1P2"
407835,81,67,65,54,70,60,NA
340348,3484,2591,2649,2502,2475,2513,"TSPAN33"
6608,5133,3955,4360,3920,4223,3890,"SMO"
23382,2861,2400,2631,2359,2519,2299,"AHCYL2"
57464,3358,2283,3265,2761,2807,2601,"STRIP2"
100287482,120,92,94,92,95,84,"SMKR1"
105375620,35,18,25,39,31,32,NA
