"Entrez_ID","HGNC Symbol","MCF7_EV","MCF7_EVA","MCF7_EVAS","MCF7_OV","MCF7_OVA_1","MCF7_OVA_2","MCF7_OVAS_1","MCF7_OVAS_2","ZR751_EV","ZR751_EVA","ZR751_OV","ZR751_OVA"
285641,"SLC36A3",2,0,0,1,0,0,0,0,0,1,1,0
153201,"SLC36A2",0,1,0,0,2,1,0,0,1,0,1,1
206358,"SLC36A1",2091,1845,1416,2044,922,1408,1549,1788,1985,2628,1723,1840
2196,"FAT2",74,65,63,68,43,42,53,66,49,88,59,86
102465246,"MIR6499",0,0,0,0,0,0,0,0,0,0,0,0
6678,"SPARC",54,41,28,43,31,25,25,34,6,6,17,8
101927096,"CLMAT3",0,2,0,0,0,0,0,0,0,0,0,0
475,"ATOX1",5328,3809,3819,6451,4729,4640,3681,4111,4130,5838,4332,4106
100652758,"",53,46,61,63,50,52,55,46,104,139,125,116
10146,"G3BP1",14843,15191,13294,15475,7855,11643,13107,13688,9778,11839,8904,9720
2741,"GLRA1",2,1,0,4,0,2,2,1,1,1,6,5
101927115,"LINC01933",9,1,3,7,3,2,3,6,4,4,6,4
56923,"NMUR2",7,6,3,5,2,4,6,7,0,0,0,0
101927134,"LINC01470",0,0,0,0,0,0,0,0,0,0,0,0
2890,"GRIA1",1,1,0,1,1,1,1,2,1,2,1,0
10827,"FAM114A2",1503,1541,1399,1676,875,1195,1427,1373,922,1284,957,934
4238,"MFAP3",3024,2872,2902,2973,1357,2206,2572,2637,3488,4319,2973,3416
55568,"GALNT10",11796,8269,6823,11289,4535,5987,7683,8202,13179,14895,11429,11321
100302181,"MIR1294",3,0,0,0,0,0,0,0,2,0,1,0
386627,"SAP30L-AS1",241,166,120,223,59,82,146,165,227,180,174,159
79685,"SAP30L",2349,2228,2277,2552,1363,1877,2205,2241,3722,4542,3594,3472
9421,"HAND1",0,0,0,0,0,0,0,0,0,0,1,0
100422950,"MIR3141",0,0,0,0,0,0,0,0,0,0,0,0
23367,"LARP1",34142,34509,23262,33612,17038,24301,27662,33599,27826,33636,23945,24782
100302284,"MIR1303",4,0,0,1,0,0,1,0,0,0,5,0
10826,"FAXDC2",43,42,31,46,19,49,36,61,32,32,35,45
100616306,"MIR378H",3,1,0,0,1,0,1,0,2,1,3,2
9337,"CNOT8",3826,3330,4154,4234,2232,3364,3503,3516,2904,3930,2649,3044
25929,"GEMIN5",5980,6117,4291,6248,3173,4675,4656,5281,2436,3201,2189,2356
29093,"MRPL22",2041,1816,2161,2910,1692,2307,1905,1544,1537,2338,2133,1749
285643,"KIF4B",81,83,80,105,48,54,81,73,104,162,160,124
6444,"SGCD",0,0,0,0,0,1,0,0,2,3,2,5
153743,"PPP1R2B",120,82,76,145,47,72,96,74,17,15,26,11
91937,"TIMD4",1,0,0,0,0,0,0,0,1,2,2,1
26762,"HAVCR1",0,0,0,0,0,0,0,0,1,3,1,1
84868,"HAVCR2",4,6,7,5,5,4,2,6,18,47,40,24
9443,"MED7",691,661,731,920,441,750,603,535,654,877,781,714
153745,"GARIN3",0,0,0,0,0,1,0,0,0,0,0,0
3702,"ITK",1,0,0,0,0,0,0,0,0,0,1,0
26999,"CYFIP2",7471,7783,5555,7365,3875,5429,7063,8257,7320,10401,6598,7361
408263,"FNDC9",9,7,1,5,0,0,3,6,5,12,1,7
102724404,NA,3,0,2,1,1,1,2,0,3,6,6,1
348938,"NIPAL4",2,0,1,0,0,0,0,0,10,11,3,2
8728,"ADAM19",11,17,19,24,3,9,14,18,911,1162,777,853
11063,"SOX30",0,1,3,0,1,1,2,2,7,8,6,3
100190949,"C5orf52",0,0,0,0,0,0,0,0,0,0,0,0
54974,"THG1L",1248,1089,743,1373,808,1130,813,799,799,1177,860,804
134353,"LSM11",905,868,849,954,536,734,731,828,677,835,652,678
9685,"CLINT1",6965,6417,5417,7909,3332,4879,5780,5845,10680,13665,9327,10173
101927697,"LINC02227",0,0,0,0,0,0,0,0,0,0,0,0
1879,"EBF1",13,11,21,20,6,11,20,15,0,0,1,0
101927740,"LINC02202",1,0,1,2,0,1,3,0,2,0,0,0
153830,"RNF145",374,357,384,447,293,366,400,448,1231,1765,1090,1111
134510,"UBLCP1",933,939,1265,1049,453,867,879,828,1190,1586,1123,1295
3593,"IL12B",0,0,0,0,0,0,0,0,1,1,0,0
285626,"",0,0,0,0,0,0,0,0,1,1,0,2
285627,"LINC01845",3,4,6,5,0,2,2,9,0,0,0,0
101927766,"LINC01847",2,0,0,0,0,1,2,0,0,0,0,1
147,"ADRA1B",27,44,13,21,11,23,16,25,54,125,49,77
7265,"TTC1",3814,3429,3668,5112,2896,3801,3504,3150,2815,3991,3189,2978
114825,"PWWP2A",1427,1291,1395,1574,841,1281,1260,1290,1383,1653,1409,1330
2172,"FABP6",10,7,7,10,3,5,4,2,1,1,5,3
79616,"CCNJL",259,170,173,252,107,187,165,187,737,959,773,620
114898,"C1QTNF2",9,5,5,14,6,6,6,8,18,28,29,20
63920,"ZBED8",246,261,336,351,175,273,201,245,360,341,301,350
10569,"SLU7",5175,4629,4703,6310,3137,4259,4858,4458,4670,6395,4770,4699
9232,"PTTG1",5114,4005,4644,5809,3670,4531,4565,3732,3623,5530,4615,4458
100422938,"MIR3142",0,0,0,0,0,0,0,0,0,0,0,0
406938,"MIR146A",0,0,0,0,0,0,0,0,0,0,0,0
23120,"ATP10B",11,6,1,4,0,4,5,5,470,746,422,508
285629,"LINC02159",0,0,0,0,1,0,0,1,2,1,1,0
2561,"GABRB2",154,98,103,173,18,38,85,74,1,0,1,2
2559,"GABRA6",5,0,3,3,0,0,1,1,0,1,0,0
2554,"GABRA1",64,23,25,63,10,11,25,18,0,0,0,0
104326188,NA,6,8,10,12,2,6,6,6,0,0,0,0
2566,"GABRG2",48,21,50,45,11,26,36,22,0,0,0,1
900,"CCNG1",2774,2977,3656,3211,1261,2800,2262,2043,5953,7678,5233,5708
134492,"NUDCD2",1357,1249,1610,1870,1076,1556,1114,1016,802,1057,1003,792
3161,"HMMR",1671,1610,2602,2062,968,1707,1764,1581,3035,4206,3050,3435
101927813,NA,5,5,5,2,3,6,4,7,5,13,9,14
27430,"MAT2B",3050,2829,2733,3559,1480,2528,2597,2428,1817,2398,1741,1837
101927835,NA,0,0,0,0,0,0,0,0,0,0,0,0
102546299,"LINC03000",0,0,0,0,0,0,0,0,2,2,0,0
102557615,"LINC01947",0,0,0,0,0,0,0,0,0,0,0,0
57451,"TENM2",3,2,0,2,0,0,0,1,233,255,193,164
101927908,"",0,0,0,0,0,0,0,0,0,0,0,0
101927862,"TENM2-AS1",8,2,1,11,2,10,7,6,0,3,8,8
23286,"WWC1",6647,7086,5286,7040,4457,6038,5228,6372,8501,10902,7963,7929
5917,"RARS1",8217,7696,7926,9901,5224,8013,7147,6049,6489,8757,6527,6715
345630,"FBLL1",0,0,7,2,1,1,1,0,53,59,62,25
79646,"PANK3",4682,4631,3881,5120,2175,3184,3731,4133,2823,3316,2329,2559
406895,"MIR103A1",0,0,0,0,0,0,0,0,0,0,0,0
100302238,"MIR103B1",0,0,0,0,0,0,0,0,0,0,0,0
6586,"SLIT3",7,5,5,5,2,3,5,6,14,11,12,7
101927969,NA,4,2,5,5,0,3,2,1,2,4,0,2
407001,"MIR218-2",0,0,0,0,0,0,0,0,0,0,0,0
728095,NA,0,0,0,0,0,0,0,0,0,0,0,0
693170,"MIR585",0,0,0,0,0,0,0,0,0,0,0,0
54908,"SPDL1",2867,3004,2934,3618,1552,2827,2575,2373,1932,2621,2260,2087
1794,"DOCK2",29,42,28,18,24,22,25,27,1,3,1,2
100131897,"INSYN2B",0,0,0,0,0,0,0,1,0,0,1,0
100616498,"MIR378E",0,0,0,0,0,0,0,0,0,0,0,0
2299,"FOXI1",2424,2619,1067,2249,1884,2593,1207,1528,6159,7932,6052,6174
100507267,NA,44,36,7,34,8,12,7,2,0,1,1,1
133874,"C5orf58",7,7,3,2,2,5,10,2,1,1,0,0
3937,"LCP2",7,3,4,4,1,7,3,3,2,2,0,3
257358,"LINC01366",3,0,0,2,0,1,0,0,1,0,2,0
30820,"KCNIP1",1,0,0,0,0,0,0,0,0,0,0,3
3779,"KCNMB1",6,1,3,7,3,3,3,3,3,1,0,1
101928033,"KCNIP1-OT1",0,0,0,1,0,0,0,0,0,0,0,0
105377716,"KCNIP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
2568,"GABRP",53,41,42,52,43,75,38,58,12,13,6,8
64901,"RANBP17",1244,1212,1189,1464,593,1051,1048,982,1493,1729,1471,1601
30012,"TLX3",0,0,0,2,1,1,2,0,1,3,2,2
100500831,"MIR3912",1,0,0,0,0,0,0,4,0,1,0,1
4869,"NPM1",58302,59302,53660,82239,41465,68183,49291,38402,33304,49138,38087,35000
8817,"FGF18",65,532,210,87,382,550,188,267,35,32,35,19
644994,"SMIM23",0,0,0,0,0,0,0,0,0,1,2,4
23291,"FBXW11",6324,6002,5111,6691,3379,4633,5332,5785,4171,5562,3665,3707
6793,"STK10",6343,5288,4080,6939,3638,4158,3975,5396,3328,4475,2958,2872
285588,"EFCAB9",19,15,7,6,16,10,9,4,3,12,5,5
92181,"UBTD2",3147,2896,3148,3248,1680,2684,2722,2794,2478,3053,2260,2412
100288254,NA,0,0,3,1,4,2,0,1,1,2,1,1
285590,"SH3PXD2B",2765,3618,2329,2453,1739,2565,3037,3816,1578,2062,1451,1446
54492,"NEURL1B",4984,3671,3302,4861,2370,3254,3435,4319,6695,7813,6908,5911
100847029,"MIR5003",0,1,0,0,0,0,0,0,0,0,1,1
101928093,"",4,3,6,13,9,7,7,9,1,0,7,1
1843,"DUSP1",31410,15517,9968,40768,12940,15033,12556,10844,4713,8825,4825,4168
57222,"ERGIC1",38121,37257,30421,42095,22871,32503,32459,37725,34124,45655,31348,31078
51121,"RPL26L1",2577,2363,2428,3687,2175,2962,2210,1982,861,1285,1242,931
100268168,"RPL26L1-AS1",109,77,54,116,78,54,79,54,54,60,58,51
8992,"ATP6V0E1",12974,11651,12463,15725,9347,14076,11633,10670,12726,18919,13393,13811
677841,"SNORA74B",7,1,2,3,2,9,2,1,2,2,0,3
153222,"CREBRF",1014,808,1041,1187,420,603,771,870,911,1097,852,954
662,"BNIP1",1629,1319,997,1987,1215,1419,977,1002,545,784,568,573
1482,"NKX2-5",0,1,0,0,0,0,0,0,160,167,171,134
8614,"STC2",14884,8712,8624,18605,6302,8847,7483,6794,3361,3250,4144,2484
102465862,"MIR8056",0,0,0,0,0,0,0,0,0,0,0,0
285593,"LINC02995",13,10,12,18,12,8,21,16,148,179,146,143
91272,"BOD1",6195,5148,4816,7348,4231,5342,4569,4469,3745,4952,3780,3402
101928136,"LINC01484",1,0,0,0,1,0,2,1,1,1,0,2
101928154,NA,7,6,5,2,4,1,4,2,6,3,6,3
80315,"CPEB4",1096,1212,831,1178,500,732,980,1032,3188,4032,2496,3025
133491,"C5orf47",1,0,1,0,0,2,0,5,1,4,4,5
51617,"NSG2",5,3,0,5,0,1,5,9,11,17,14,12
101928176,NA,1,0,0,0,0,0,0,0,1,1,2,0
4488,"MSX2",1326,1127,1085,1355,754,1155,1026,1036,945,1292,990,966
100616202,"MIR4634",0,0,0,0,0,0,0,0,0,0,0,0
441116,NA,0,0,0,0,0,0,0,0,0,0,0,0
1812,"DRD1",1762,684,872,2006,293,455,1108,1092,15,10,12,18
94081,"SFXN1",18697,14057,15027,21389,9008,11930,15306,14344,5013,6391,4954,4611
3274,"HRH2",303,287,144,292,154,182,151,215,118,147,92,120
10814,"CPLX2",36,34,8,17,15,18,19,30,4,0,3,3
84321,"THOC3",1620,1195,1164,1927,997,1442,1149,1078,590,821,700,852
105377746,NA,0,0,0,0,0,0,0,0,0,0,0,0
100996385,"",0,0,0,0,0,0,0,0,1,0,0,0
202134,"FAM153B",0,1,0,1,1,0,0,0,0,0,0,0
100507387,NA,0,1,0,0,0,0,0,0,0,0,0,0
643201,NA,196,189,123,199,81,164,114,109,53,43,35,47
375484,"SIMC1",1530,1602,1285,1733,940,1441,1348,1339,1020,1398,963,1050
57179,"KIAA1191",8140,7919,7674,8897,4979,7699,7752,8037,5237,7177,5515,5451
285598,"ARL10",22,11,7,20,5,9,11,13,237,317,201,217
100302203,"MIR1271",0,0,0,0,0,0,0,0,0,1,0,0
51491,"NOP16",5921,5645,4616,7392,5753,6764,3943,4290,1466,2172,1765,1505
192286,"HIGD2A",6711,5385,4756,8204,5364,6801,3942,4052,3120,4381,4022,2908
1212,"CLTB",10250,7997,6936,13094,10064,10810,6182,7812,3763,5103,4763,3355
23197,"FAF2",13288,12056,10506,13515,7106,10059,11603,11692,6945,8854,6278,6419
22838,"RNF44",8532,7932,6637,9614,4836,7377,5622,7704,3643,4061,3644,2982
54825,"CDHR2",271,243,147,234,133,173,144,177,43,56,50,45
114787,"GPRIN1",3649,2970,1784,3729,2011,2474,1832,2634,742,887,655,652
6620,"SNCB",9,18,12,19,12,13,5,10,4,6,3,5
100422962,"MIR4281",0,0,0,0,0,0,0,0,0,0,0,0
253314,"EIF4E1B",4,5,2,2,2,5,2,5,1,0,1,5
26262,"TSPAN17",8979,7323,6458,9174,5825,6545,5879,7765,5647,7660,5435,5095
102577424,"LINC01574",0,0,0,0,0,0,0,0,0,0,0,0
90249,"UNC5A",330,351,202,390,208,309,127,207,2355,2515,2630,1931
3101,"HK3",4,9,7,13,7,5,5,9,30,39,36,31
51720,"UIMC1",4009,3400,2896,4639,2389,3086,3282,3043,1604,2113,1655,1595
23567,"ZNF346",2452,2006,1596,2636,1462,1745,1876,1981,1279,1623,1255,1288
2264,"FGFR4",11425,11604,8704,14733,8330,12455,6334,9242,12077,14346,14975,9940
101928726,NA,0,0,0,0,0,0,0,1,0,0,0,0
64324,"NSD1",24336,23477,16677,23356,11410,16455,19977,21912,8890,10627,7718,7767
53917,"RAB24",4049,2613,2873,4736,2568,2903,2340,2632,2318,3229,2967,2331
27166,"PRELID1",5528,5368,4536,6449,4349,4807,4102,5201,2896,4167,3165,2806
83463,"MXD3",1565,1011,1400,2370,1170,1766,653,842,1542,1646,2591,1038
10960,"LMAN2",17797,14458,13168,21810,14283,17472,9717,13142,8967,11498,10493,7475
10636,"RGS14",370,324,278,466,258,329,194,248,547,770,661,511
6569,"SLC34A1",4,3,4,6,1,6,3,5,6,6,8,8
345456,"PFN3",0,0,0,0,0,1,0,0,0,0,0,0
2161,"F12",2152,1632,1547,3334,2444,3249,912,1190,1004,1163,1460,692
2870,"GRK6",9495,8556,6673,11588,6877,8574,5415,7800,5094,6226,5358,4268
340037,NA,118,105,70,129,73,93,75,87,43,54,34,48
80758,"PRR7",1339,1173,840,1883,998,1513,668,880,716,803,1060,566
1627,"DBN1",9623,7446,5578,11485,6202,8090,4408,5906,8354,10410,9698,6416
9260,"PDLIM7",4437,2974,2689,5488,2831,3427,1634,2390,2264,2674,2824,1818
79930,"DOK3",644,564,514,707,392,668,413,548,644,642,722,542
51428,"DDX41",14344,12528,10966,16360,10088,12409,10492,13404,5682,7234,5917,5048
54540,"FAM193B",5316,4221,4113,6083,3314,4183,3204,4235,3728,4600,4446,3641
54732,"TMED9",21875,18249,16491,23585,15718,19586,15818,19180,14477,20762,15725,14328
11285,"B4GALT7",2752,2598,2132,3176,2120,2848,1793,2427,2130,2677,2070,1785
202181,NA,201,225,129,223,104,123,183,172,159,162,139,193
285596,"FAM153A",3,4,0,0,1,2,3,0,1,4,1,0
728554,NA,1,1,0,1,3,3,2,2,2,0,0,0
5626,"PROP1",0,0,0,1,0,1,1,1,0,0,0,0
105377772,NA,0,0,0,0,0,0,0,0,0,1,0,0
653316,"FAM153CP",20,15,13,16,9,7,15,17,0,4,3,2
23138,"N4BP3",10327,7245,6837,13552,7021,8681,5476,7335,7234,8210,7563,5760
64777,"RMND5B",14624,12222,10053,16403,9797,12069,10702,13199,5226,6659,5251,4892
55651,"NHP2",25069,21331,20108,30073,22823,26862,16376,18229,5210,7076,6571,4842
64396,"GMCL2",0,0,2,1,0,0,1,1,4,6,3,6
3182,"HNRNPAB",32388,30565,27304,36936,24844,34165,27578,27052,13933,18268,15869,14459
85007,"PHYKPL",2916,2258,2152,3203,1626,1992,2156,2311,1960,2477,2188,1994
91522,"COL23A1",97,81,52,99,102,92,48,65,62,60,73,43
57396,"CLK4",1172,1156,1217,1365,524,944,1044,949,1232,1482,1280,1404
102724657,"MSANTD5",2,0,2,1,0,2,4,4,0,3,1,1
6940,"ZNF354A",1485,1626,2025,1741,863,1565,1413,1190,855,1066,999,1014
729522,"AACSP1",20,20,20,21,14,12,26,11,3,1,0,2
117608,"ZNF354B",426,527,631,560,196,445,419,412,541,544,598,567
80108,"ZFP2",26,27,30,24,14,21,27,22,6,8,6,6
285676,"ZNF454",2,2,0,1,3,1,0,2,1,1,0,1
2916,"GRM6",0,0,0,0,0,0,0,1,0,0,0,0
345462,"ZNF879",120,103,170,115,44,104,93,100,243,234,243,231
30832,"ZNF354C",4441,3639,3710,5220,2922,3683,3563,3113,597,837,632,628
9509,"ADAMTS2",3,1,1,3,0,1,0,1,10,10,4,7
80230,"RUFY1",4536,4294,4453,6032,2895,4185,4228,4141,1787,2298,2063,1766
101928445,"RUFY1-AS1",179,167,202,147,100,145,185,193,98,116,74,92
3187,"HNRNPH1",38089,34584,30972,38535,19554,28408,29698,31006,21507,26878,22474,21486
285679,NA,18,15,21,12,20,13,21,12,7,6,2,2
646019,"CBY3",15,11,5,15,2,11,1,3,2,6,7,0
821,"CANX",67167,63987,50689,71535,34038,50594,52102,53166,48000,63589,40919,43972
9794,"MAML1",10590,8708,6638,10683,4426,6495,7330,8304,3215,3680,2992,2663
4056,"LTC4S",44,36,44,94,41,101,20,25,44,47,82,13
11282,"MGAT4B",13065,11413,9488,13952,8779,10699,8948,11465,9945,12180,10134,8388
100302156,"MIR1229",0,0,0,0,0,0,0,0,0,0,0,0
8878,"SQSTM1",56092,44653,36083,63930,33607,41501,33552,43408,22388,30273,21618,18873
51149,"MRNIP",544,470,437,579,266,363,439,495,347,442,385,334
23061,"TBC1D9B",27990,25097,19606,31241,16454,22671,18540,25553,21288,26026,21651,17678
55819,"RNF130",5566,4466,4770,6189,3477,4942,4409,3925,2011,2737,2182,1948
442908,"MIR340",0,1,0,0,0,1,0,0,0,0,0,0
255426,"RASGEF1C",45,42,26,39,33,50,25,33,28,32,31,27
5601,"MAPK9",8802,8461,8166,9767,5115,8140,7811,7270,7817,9521,7553,7471
9945,"GFPT2",422,369,358,487,275,357,329,386,283,352,281,283
57472,"CNOT6",7479,6977,6869,7673,3743,5705,6450,6569,4969,5839,4436,4767
92304,"SCGB3A1",0,0,0,0,0,0,0,0,1,2,1,0
2324,"FLT4",478,446,280,513,355,476,263,319,377,448,448,320
134083,"OR2Y1",0,0,0,0,0,0,0,0,0,0,0,0
4245,"MGAT1",7798,6224,5323,8662,5264,6756,4987,6610,4156,5024,4162,3283
100859930,"HEIH",1491,1196,1147,1655,1102,1220,1054,1253,879,1262,957,867
729678,"LINC00847",1090,976,1024,1263,624,871,1156,1121,978,1195,936,867
643836,"ZFP62",3168,3047,2850,3603,1593,2535,2790,2862,1773,1874,1796,1840
643836,"HEIH",3168,3047,2850,3603,1593,2535,2790,2862,1773,1874,1796,1840
79908,"BTNL8",1,0,0,0,0,0,0,0,0,2,0,1
10917,"BTNL3",0,0,0,0,0,0,0,0,0,0,0,2
153579,"BTNL9",83,51,59,87,47,59,39,63,613,753,749,660
102465882,"MIR8089",0,0,0,0,0,0,0,0,0,0,0,0
7240,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189362,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189273,NA,0,0,0,0,0,0,0,0,0,0,0,0
791232,NA,0,0,0,0,0,0,0,0,0,0,0,0
26693,"OR2V1",0,0,0,0,3,0,0,0,0,1,0,0
285659,"OR2V2",2,0,0,0,0,0,0,0,2,0,0,0
100188990,NA,0,0,0,0,0,0,0,0,0,0,0,0
7241,NA,0,0,0,0,0,0,0,0,0,0,0,1
100189541,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189004,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189328,NA,0,1,0,0,3,1,0,0,0,3,4,0
100188992,NA,1,0,0,0,0,1,0,1,0,1,1,1
7219,NA,0,2,2,1,2,1,2,2,2,2,0,2
102577426,NA,1,2,0,1,2,1,1,2,4,8,1,5
7236,NA,0,0,0,0,0,0,0,0,1,0,1,0
81786,"TRIM7",412,377,413,485,366,419,329,372,429,496,487,378
100189280,NA,1,1,0,3,1,2,4,4,0,1,0,0
100189399,NA,2,1,0,1,1,0,3,1,1,0,1,1
7239,NA,0,0,0,0,0,0,0,0,3,0,0,0
790966,NA,5,2,6,4,0,3,3,7,2,0,6,0
100049614,NA,0,0,2,0,1,0,0,0,1,0,0,1
100616342,"MIR4638",0,0,0,2,0,0,0,0,0,0,1,0
90933,"TRIM41",6483,5045,4390,6784,4017,5260,4054,5484,2614,3530,2935,2413
10399,"RACK1",145446,124369,103838,158552,109638,136497,99419,113192,46430,65445,52371,49243
619571,"SNORD96A",327,284,252,355,185,231,237,255,69,77,102,82
619570,"SNORD95",10,17,6,24,9,16,10,12,4,8,9,4
101928649,"",539,467,400,714,345,439,278,525,133,130,124,107
84851,"TRIM52",1044,1082,1149,1179,540,869,904,1005,547,633,577,613
100507602,"TRIM52-AS1",1045,928,880,1172,684,975,875,839,212,281,304,228
100132062,NA,41,30,8,27,1,23,4,12,11,14,42,27
26683,"OR4F3",0,0,0,0,0,0,0,0,0,0,0,0
441123,NA,6,3,6,3,0,2,2,5,6,13,7,9
285766,"",0,0,0,0,0,0,0,0,0,0,0,0
56940,"DUSP22",1272,1044,1085,1435,817,965,1095,1125,789,985,860,772
105375104,NA,1,0,0,0,0,0,0,0,0,1,0,0
3662,"IRF4",1,4,3,2,4,1,2,2,7,7,5,4
55770,"EXOC2",3494,3264,2795,3839,1598,2497,2945,3109,1565,1953,1563,1504
105374874,NA,0,0,0,2,0,0,0,0,0,2,1,2
135458,"HUS1B",19,25,14,22,16,11,4,13,1,3,0,1
101927691,NA,0,2,3,3,0,0,3,1,0,1,1,0
101927353,NA,0,0,0,0,0,0,0,0,0,0,0,0
285768,"LINC01622",0,0,0,0,0,0,0,0,0,0,0,0
94234,"FOXQ1",13,12,7,17,3,4,5,3,3,0,0,1
2295,"FOXF2",0,0,0,0,0,0,0,0,0,0,0,0
102466720,"MIR6720",0,0,0,0,0,0,0,0,0,0,0,0
101927703,NA,4,7,2,1,5,2,4,5,6,2,1,3
2296,"FOXC1",157,134,105,147,87,147,113,111,174,247,198,184
2762,"GMDS",1479,1462,1145,1769,1234,1422,1187,1313,1025,1439,1016,928
100508120,NA,79,55,63,101,37,63,52,45,65,77,56,47
154386,"LINC01600",3,5,1,3,2,7,6,5,1,0,0,0
340156,"MYLK4",91,96,69,114,51,66,67,92,66,69,50,62
56897,"WRNIP1",6099,5598,5012,6527,4028,5521,4578,5480,2269,3050,2380,2171
1992,"SERPINB1",3430,2952,3161,3964,2129,2854,2831,2736,1214,1583,1157,1120
100616285,"MIR4645",0,1,0,0,0,2,0,0,0,0,0,3
221756,NA,0,4,3,1,2,3,2,6,9,5,6,7
101927730,NA,0,2,0,2,0,0,0,0,0,2,0,0
5272,"SERPINB9",47,49,29,53,19,28,20,21,36,61,47,32
5269,"SERPINB6",6414,5606,5143,7581,5427,5951,5200,5192,2446,3436,2564,2401
401232,"LINC01011",289,270,359,314,126,249,280,321,26,36,30,40
4835,"NQO2",2474,2397,1857,2598,2115,2343,1986,2165,1907,2786,2088,2018
401233,NA,143,177,130,109,80,132,161,192,87,97,92,89
101927759,NA,153,127,153,166,135,155,117,166,104,122,122,121
8737,"RIPK1",5106,4356,3677,5266,2617,3466,4246,4595,2135,2849,2152,2178
670,"BPHL",1751,1564,1493,1889,1114,1454,1472,1484,983,1320,1056,966
7280,"TUBB2A",477,354,287,533,336,399,286,389,912,1536,942,900
100507194,NA,1,0,0,0,0,0,0,0,0,0,0,0
347733,"TUBB2B",12,17,9,15,18,21,9,12,14,15,18,4
389362,"PSMG4",1019,830,982,1455,979,1298,693,748,301,387,423,298
63027,"SLC22A23",2358,2035,1820,2588,1473,2028,1957,2308,3308,4376,3159,3199
221749,"PXDC1",388,362,268,495,304,310,240,263,312,412,302,310
26240,"FAM50B",1242,1182,1063,1793,1160,1635,799,906,2,0,1,0
8899,"PRPF4B",4778,4474,4302,5788,2064,3516,3465,3371,3645,4072,3524,3663
222826,"FAM217A",0,0,0,0,0,0,0,0,3,0,1,0
404220,"TEX56P",16,21,18,10,6,5,12,18,4,12,13,9
10455,"ECI2",2485,2159,2106,2859,1489,2383,2207,1959,521,793,532,561
100507506,"ECI2-DT",21,13,14,24,5,11,16,18,7,8,3,3
102724096,NA,1,0,0,0,0,0,0,1,0,0,0,0
497048,"",2,1,2,3,0,2,0,4,0,7,1,0
9425,"CDYL",6091,4792,4258,7054,3177,3962,4573,5065,1669,2063,1524,1384
10799,"RPP40",1042,1218,1236,1338,958,1394,740,811,274,369,288,285
100129461,"",231,237,141,229,101,174,200,181,9,20,20,13
57128,"LYRM4",1216,1007,956,1382,973,1192,878,842,285,431,352,283
648791,"PPP1R3G",18,2,5,10,3,6,1,11,3,1,1,0
100500900,"MIR3691",0,0,0,0,0,1,0,0,0,0,2,0
10667,"FARS2",1448,1234,1089,1647,1036,1314,1124,1307,516,676,521,518
101927972,"FARS2-AS1",0,0,0,0,1,0,0,0,1,0,0,0
101927950,"",2,1,2,2,0,2,1,2,0,2,1,2
51299,"NRN1",35,45,19,33,18,35,16,29,10,13,9,5
2162,"F13A1",0,1,0,0,4,0,0,1,1,1,0,1
102466866,"MIR7853",0,0,0,0,0,0,0,0,0,0,0,0
100847034,"MIR5683",0,0,0,0,0,0,0,0,0,0,0,0
285780,"LY86-AS1",0,0,0,0,0,1,0,0,0,1,0,0
9450,"LY86",1,0,1,0,0,0,0,0,0,0,0,0
6239,"RREB1",5402,4919,3887,5584,2312,3408,3835,4706,4488,5317,4489,3933
6745,"SSR1",8536,8892,8730,9026,4977,8353,7580,7318,4961,6493,4627,4885
285782,"CAGE1",3,3,6,5,5,5,2,6,1,1,2,0
83732,"RIOK1",1904,1719,1592,2361,1060,1787,1451,1221,588,810,661,629
1832,"DSP",42347,40477,25524,41012,17339,26407,32386,37895,10306,11688,9437,8918
154007,"SNRNP48",1144,1196,1171,1299,700,1049,1047,1011,748,1001,801,738
654,"BMP6",19,22,15,15,12,28,15,15,6,28,12,9
100526836,NA,0,0,0,0,0,0,0,0,0,0,0,0
81567,"TXNDC5",18,12,9,22,16,12,6,7,11,11,7,8
105374908,NA,2,11,3,5,1,6,2,3,3,2,0,2
206426,NA,9,3,7,16,2,10,7,17,8,6,6,6
100526837,NA,0,0,0,0,0,0,0,0,0,0,0,0
63915,"BLOC1S5",1,1,0,0,3,0,0,1,0,0,0,0
9521,"EEF1E1",194,211,393,297,184,345,163,95,212,313,272,261
100124533,NA,18,26,7,18,3,9,11,20,7,7,8,9
51000,"SLC35B3",822,838,982,1032,481,857,764,766,996,1368,1013,1093
100506207,"HULC",94,71,96,82,40,74,60,62,63,102,66,67
728655,NA,3,1,5,5,2,1,1,1,1,6,2,2
266553,NA,38,24,36,51,16,23,28,42,1,0,0,1
105369145,NA,0,3,2,3,0,2,2,1,1,1,0,0
7020,"TFAP2A",5996,4072,4904,6853,2350,3667,3617,4083,7034,7636,7414,6463
100130275,NA,203,123,174,172,99,111,133,157,87,89,86,80
221718,NA,6,8,13,9,6,2,5,3,4,2,3,2
100846998,"MIR5689",0,0,0,0,0,0,0,0,0,0,0,0
2651,"GCNT2",53,42,42,67,38,52,43,51,99,129,87,87
